R812359,R865251
R988899,R325606
R600742,R696901
R289017,R789073
R973560,R978131
R615875,R704112
R671419,R845709
R601177,R529950
R555493,R534584
R896273,R241451
R789731,R487764
R807599,R632753
R455941,R393485
R382636,R545640
R902823,R494124
R646415,R977008
R726309,R226252
R293436,R890393
R636307,R216683
R127904,R288946
R554592,R575669
R643401,R974041
R755197,R734316
R556748,R802963
R516434,R877133
R510960,R780154
R631381,R178336
R440924,R851043
R475371,R254298
R345991,R377875
R800355,R266855
R955499,R626525
R735163,R587306
R481443,R769292
R252461,R592881
R837437,R833829
R168356,R783417
R944965,R460867
R530418,R142477
R949927,R781971
R736595,R300869
R615730,R435017
R217823,R421841
R702631,R353480
R703388,R390401
R870631,R253137
R886985,R975220
R637812,R491598
R397373,R537686
R806388,R996693
R485826,R142092
R702136,R223502
R380516,R512049
R890891,R730173
R781310,R683045
R541549,R297832
R852516,R202838
R194753,R862175
R231865,R984381
R873722,R523080
R480776,R618713
R291084,R706524
R903326,R603173
R370845,R791912
R796949,R393334
R465323,R165286
R461754,R375319
R635638,R575371
R338075,R835051
R424581,R792939
R248546,R551118
R873707,R671614
R715335,R725802
R787395,R441647
R133894,R639714
R422980,R248006
R453304,R128673
R341185,R655520
R329278,R465546
R827781,R184241
R115368,R459099
R519298,R982374
R719099,R331217
R516144,R253583
R985370,R248784
R184242,R896554
R124067,R140675
R129482,R992088
R776177,R328516
R357442,R892500
R477282,R876147
R263034,R490835
R370373,R490457
R550735,R678915
R833822,R393003
R818662,R225491
R981567,R965341
R497156,R268148
R839442,R553997
R169970,R296913
R549560,R754501
R622401,R794371
R271282,R965132
R793089,R214425
R518490,R570240
R955866,R870310
R437352,R920904
R458007,R234112
R774151,R791219
R503546,R469262
R284503,R499126
R952845,R204982
R113531,R593255
R219891,R431346
R117554,R729787
R419825,R248658
R997069,R156047
R628490,R731663
R986617,R655418
R600776,R342838
R877105,R694247
R506058,R679424
R650565,R799152
R721912,R767441
R537095,R619381
R967756,R540225
R957645,R942565
R521471,R474434
R322035,R977886
R810546,R672576
R803955,R410175
R484946,R580257
R974715,R164370
R924551,R170809
R943303,R250399
R122735,R246954
R956489,R651638
R454974,R144506
R323318,R529870
R974403,R872923
R737031,R697383
R155760,R640048
R384082,R233126
R114301,R742846
R145334,R691141
R716680,R557831
R516298,R482915
R717700,R566744
R306406,R300048
R199039,R515932
R939290,R544454
R449737,R432952
R336596,R989204
R128775,R929289
R384407,R285208
R247033,R603339
R315349,R303325
R744172,R517537
R599845,R500446
R162497,R803926
R983841,R875443
R219329,R769483
R423579,R275230
R428789,R748215
R357884,R983453
R970674,R822599
R657649,R873406
R420141,R161746
R923958,R418509
R319748,R359299
R253904,R388362
R826084,R167167
R252018,R108620
R471746,R981621
R222690,R280753
R782267,R243111
R280957,R912655
R335315,R108831
R150418,R342452
R755965,R745929
R940114,R358803
R244930,R420978
R287510,R914330
R983052,R671921
R275051,R568950
R436036,R608817
R268466,R819929
R900052,R947368
R282134,R366217
R753670,R554722
R541131,R203861
R239321,R713952
R481988,R842031
R137023,R874628
R714456,R332172
R338857,R565372
R506483,R201371
R708680,R993915
R827156,R448675
R334612,R140838
R358140,R483438
R550205,R650527
R438115,R121855
R989314,R647264
R528621,R522700
R246822,R876459
R349528,R549249
R164236,R543410
R999046,R797048
R788601,R486849
R403797,R675008
R175295,R840592
R180770,R163590
R348380,R500242
R508390,R337076
R272173,R956510
R712836,R445149
R376340,R712617
R916742,R499151
R367665,R827665
R501752,R662015
R796707,R520375
R366174,R720541
R626488,R497528
R428017,R302780
R639593,R644267
R319131,R870558
R563580,R351721
R361479,R677402
R370472,R516409
R211361,R416153
R459695,R444698
R806142,R223422
R556433,R822977
R811520,R432221
R473600,R100786
R681109,R571357
R101290,R459061
R656594,R775921
R350187,R521290
R111976,R789943
R208322,R930850
R593106,R817545
R338089,R280091
R146368,R812822
R250138,R807377
R773474,R434779
R930586,R180580
R351052,R618317
R553034,R438430
R254108,R563753
R332832,R315420
R944741,R803712
R405058,R738328
R470039,R194450
R528633,R310840
R111903,R566989
R138035,R344128
R450703,R449329
R767162,R718156
R799271,R398947
R552382,R451321
R850018,R153429
R291178,R129493
R751130,R813971
R546684,R504041
R614945,R355797
R130226,R473720
R526029,R449470
R277535,R273254
R183543,R681316
R278287,R870327
R600057,R622777
R428110,R312468
R625884,R778874
R937459,R581418
R253864,R614725
R415612,R751062
R745855,R607747
R893237,R253558
R484925,R247052
R772863,R984450
R433547,R634490
R314543,R304828
R625251,R998454
R918582,R414438
R873186,R440391
R156566,R672952
R299246,R338927
R560509,R914619
R230905,R179103
R139064,R117952
R562386,R549889
R193020,R150598
R341446,R376147
R967961,R206593
R949854,R265102
R765014,R135068
R632271,R967815
R732575,R852784
R126004,R575089
R625782,R415071
R378768,R468179
R120588,R764231
R432710,R125542
R592799,R619484
R635544,R819597
R570426,R132552
R140192,R295685
R115262,R488874
R566367,R825345
R192219,R110961
R838664,R709947
R121764,R343652
R958728,R722168
R221780,R401574
R211824,R572309
R863459,R297587
R129126,R494198
R784321,R772829
R809319,R717401
R951475,R276446
R327232,R834836
R757294,R272369
R121499,R542375
R622750,R430495
R171782,R379845
R682133,R701345
R500223,R467969
R458043,R711894
R608663,R724263
R764782,R168871
R580388,R320066
R131370,R988409
R965754,R574886
R133910,R379776
R295035,R270780
R356426,R566704
R161936,R449930
R293696,R207146
R373134,R376185
R414680,R672180
R279249,R842839
R654141,R375699
R332426,R249775
R681415,R285924
R548439,R400236
R675015,R460368
R460256,R596556
R270371,R290899
R723104,R757466
R351386,R413039
R579862,R512321
R705975,R718931
R673647,R763330
R482680,R240689
R285387,R921362
R668412,R956155
R283165,R953835
R500431,R460030
R738636,R153183
R762041,R331443
R797557,R157245
R420618,R248049
R697519,R672696
R560366,R942935
R993599,R744368
R146026,R268333
R596024,R463569
R799996,R867671
R174403,R204687
R530557,R950147
R617896,R528756
R706898,R792000
R564834,R140285
R252789,R682783
R303309,R406306
R334379,R977665
R620372,R880981
R124711,R365505
R252517,R235872
R989421,R270992
R496541,R835583
R518233,R752783
R864275,R537962
R939477,R348857
R284435,R710587
R577637,R139934
R929350,R269931
R620702,R137157
R153099,R358850
R345203,R709352
R304025,R519090
R470878,R659078
R439411,R544651
R637032,R497493
R653678,R112160
R937471,R680757
R672102,R859968
R558620,R372544
R676572,R816123
R114127,R923248
R449303,R635868
R164213,R957833
R665784,R811044
R705680,R462695
R741981,R239980
R224024,R575043
R607927,R114613
R447974,R347118
R847869,R222125
R559192,R333824
R426825,R636280
R914411,R453781
R571263,R317122
R160614,R302249
R925755,R346513
R809851,R708302
R687330,R915095
R571252,R435951
R964083,R851057
R574147,R797678
R799388,R445234
R955548,R184802
R526091,R100367
R577611,R258706
R148623,R142652
R297980,R154440
R342076,R992183
R883481,R491032
R704376,R720145
R803205,R945642
R871827,R588734
R440056,R271888
R908811,R403308
R907834,R393689
R233774,R829761
R768750,R190752
R580802,R113324
R460843,R682858
R640614,R142588
R651780,R172375
R634770,R398855
R208716,R816706
R434099,R876413
R491361,R848280
R767692,R111353
R328783,R726776
R905255,R464147
R926900,R467422
R479232,R330657
R384902,R104232
R479034,R328662
R579757,R404730
R141830,R660357
R299164,R449511
R122185,R747006
R612946,R860912
R873357,R771436
R166722,R672069
R915728,R674584
R762583,R628559
R521320,R790290
R748644,R332764
R646466,R558438
R477914,R305188
R492478,R977595
R777351,R220670
R535820,R743652
R862589,R594266
R693143,R523422
R753894,R582954
R696569,R375062
R993741,R854605
R666917,R716118
R441549,R797596
R592928,R467574
R274822,R347284
R352672,R435374
R243296,R964422
R731813,R397651
R478911,R678434
R426913,R296401
R122184,R990228
R418505,R705297
R785683,R692421
R684103,R916853
R490317,R112014
R483965,R410894
R500273,R947105
R245990,R871086
R244880,R933383
R980264,R735921
R833170,R740147
R420656,R553521
R583542,R593521
R830154,R264316
R627354,R326108
R281019,R379955
R285935,R480384
R786328,R784848
R709838,R328145
R709465,R714293
R206152,R598502
R385161,R941414
R950649,R839151
R861562,R645075
R647943,R455174
R142400,R712863
R300512,R250292
R367697,R880125
R248910,R229729
R569914,R990035
R794641,R686409
R807242,R964822
R426592,R684223
R600939,R278895
R800968,R842356
R243679,R992513
R625355,R166976
R182207,R991979
R174624,R279717
R196544,R316263
R758098,R722938
R246988,R474533
R985731,R706435
R151862,R603035
R436849,R452222
R384172,R717174
R511927,R229672
R463437,R330300
R317187,R868589
R162550,R869326
R506166,R455193
R725999,R166534
R212054,R917341
R653560,R812865
R635578,R103203
R463162,R483530
R307748,R100316
R802545,R882132
R734920,R578550
R767230,R764468
R202998,R411186
R631234,R256325
R185247,R664918
R696816,R406064
R279388,R800756
R459141,R855708
R913299,R158688
R394348,R307991
R516466,R531061
R482200,R597046
R204763,R502603
R206095,R623797
R545801,R833712
R201922,R584462
R253980,R234825
R750588,R254920
R944395,R617215
R847493,R789408
R328149,R267579
R126202,R290750
R197807,R924948
R546587,R832252
R440420,R451102
R558066,R417783
R472509,R215059
R762196,R754596
R422248,R908094
R116574,R699674
R528687,R594900
R916113,R877672
R514174,R435779
R884688,R259302
R659119,R821767
R681442,R175738
R161693,R293761
R129216,R834149
R159999,R685829
R187005,R433616
R546438,R862486
R948465,R103078
R736088,R380801
R634354,R683503
R841161,R874909
R401375,R594594
R101438,R843401
R723685,R241987
R653453,R476903
R950706,R163522
R662872,R186685
R138977,R658245
R402695,R727494
R541773,R780454
R868250,R654965
R191953,R756300
R744769,R933885
R656675,R256602
R718225,R361748
R209003,R475019
R574576,R825948
R843891,R955674
R452704,R116918
R965088,R538704
R812215,R196609
R853127,R652059
R511825,R640721
R623522,R322110
R950020,R129724
R727565,R683413
R956967,R173800
R699969,R286192
R212532,R875402
R769542,R476996
R263611,R647758
R182078,R955346
R685623,R825281
R972704,R368898
R634245,R127989
R715097,R276571
R366937,R913764
R979460,R607492
R481646,R115273
R218285,R585933
R463000,R661741
R349958,R307224
R870097,R289831
R349987,R462104
R620039,R495792
R200645,R407088
R180806,R438121
R552835,R204251
R129941,R648411
R751183,R515132
R784425,R710436
R202333,R666969
R544694,R825062
R464953,R299900
R370719,R949707
R325935,R633587
R730479,R304673
R815212,R760977
R320470,R908049
R955207,R176059
R639418,R840504
R826605,R933689
R377219,R367109
R151036,R579954
R738086,R449183
R680124,R942360
R245077,R293441
R516958,R506633
R852226,R225581
R978622,R817874
R295814,R717665
R444964,R251678
R622123,R126726
R462492,R321032
R240986,R849272
R667653,R646067
R684777,R182355
R585861,R374821
R935711,R800339
R116877,R433095
R511332,R848691
R436002,R811637
R847241,R631006
R838657,R299491
R905192,R691555
R935132,R444560
R173659,R823774
R631668,R460425
R764607,R328787
R518425,R382969
R922813,R447708
R188649,R295077
R630051,R836810
R986864,R609506
R842204,R750385
R395354,R898673
R904598,R293248
R391704,R623891
R245484,R856682
R779416,R448457
R952852,R213901
R702500,R991098
R374538,R905375
R702032,R317269
R741572,R276155
R137636,R856712
R619883,R913903
R530825,R169681
R550615,R204694
R167876,R842757
R421972,R925628
R462455,R579478
R842584,R608881
R439413,R846174
R857410,R267118
R360968,R485775
R227715,R124503
R794474,R804629
R323952,R239652
R200105,R476408
R981106,R995525
R527434,R198150
R777657,R327019
R694213,R599242
R456620,R142536
R942440,R841929
R413898,R486347
R451901,R885036
R244184,R577589
R195384,R208155
R482550,R456509
R943381,R459587
R259440,R206412
R260496,R965599
R216381,R110353
R866878,R835271
R329336,R359593
R449056,R973157
R482155,R714560
R455240,R225121
R970589,R952517
R306198,R189615
R404432,R963102
R577697,R473878
R639965,R447391
R257893,R633275
R631270,R191541
R582347,R697516
R200507,R732792
R374462,R158223
R693811,R532935
R796066,R564349
R350839,R899817
R927326,R350865
R179822,R647678
R837587,R705020
R581451,R950238
R693118,R313095
R251938,R843592
R747418,R426066
R888830,R901432
R758459,R335028
R546669,R907483
R396122,R917952
R445459,R124899
R506653,R291758
R928699,R586121
R726662,R410459
R301538,R343163
R362717,R683804
R101701,R225603
R318295,R311750
R997664,R699797
R485664,R988597
R256043,R805764
R421126,R190084
R258654,R980328
R527255,R519895
R875624,R393836
R210763,R604229
R693161,R160813
R865084,R716004
R810590,R445185
R272169,R648495
R800522,R380908
R371506,R368171
R502461,R876780
R535816,R204133
R840758,R916758
R984875,R553701
R717247,R857416
R980513,R289377
R807311,R886306
R324327,R836292
R333196,R129827
R275431,R469973
R791187,R168134
R337985,R322153
R767176,R867738
R949100,R896573
R849136,R549740
R304790,R148815
R125613,R342303
R300725,R388226
R477105,R509978
R810970,R271267
R693696,R122987
R585833,R565848
R502445,R507818
R456964,R410575
R746407,R775933
R379269,R801831
R523468,R264569
R741154,R171335
R471411,R702289
R265355,R569445
R183879,R728242
R821415,R884089
R994454,R784246
R178317,R780248
R783592,R484730
R834896,R936868
R603993,R375367
R764311,R332744
R719400,R699021
R913427,R853670
R962131,R191363
R598267,R512893
R828045,R829644
R128893,R911504
R133986,R706832
R913140,R588809
R221369,R405168
R627585,R985301
R567308,R906550
R104836,R718514
R626348,R125224
R180065,R525623
R323397,R723919
R481577,R435616
R813388,R271447
R163663,R234662
R562435,R753442
R703451,R792106
R198294,R855201
R754007,R304193
R187413,R242168
R883212,R937967
R542248,R129574
R417878,R710615
R509370,R842468
R153009,R488550
R625389,R433955
R875561,R263473
R228307,R145115
R751996,R537385
R353585,R188434
R620119,R577312
R366654,R908556
R509076,R479776
R585773,R977527
R233710,R360669
R267352,R238773
R611370,R739180
R512367,R782303
R748310,R830032
R147010,R318430
R217493,R239180
R152926,R479519
R828230,R913798
R991228,R957386
R215335,R553435
R213212,R765131
R302754,R679823
R890032,R541983
R703640,R326491
R976897,R594662
R375362,R181747
R685229,R952152
R582338,R927276
R721346,R660128
R816517,R744226
R536196,R869481
R679658,R621842
R615212,R427655
R119609,R570883
R931880,R402959
R174503,R243245
R454516,R683198
R887570,R403145
R639006,R254494
R598005,R828648
R585137,R630690
R563743,R798775
R103878,R698353
R540520,R148505
R641101,R615196
R890480,R617405
R433734,R464934
R160540,R848865
R400325,R677396
R390034,R365269
R712309,R131077
R615230,R462311
R851196,R219748
R230861,R214795
R132514,R139624
R929378,R208268
R386856,R780142
R898103,R334466
R821805,R347297
R880681,R541663
R415303,R835238
R596947,R773102
R884280,R167430
R904479,R572141
R350392,R460157
R682463,R660561
R979199,R484754
R946419,R817083
R214366,R660720
R235030,R575562
R635965,R246157
R734194,R265759
R393293,R625057
R247098,R450799
R660549,R134750
R164395,R545798
R130658,R909569
R516583,R743451
R761774,R363832
R560587,R487379
R532135,R758112
R113451,R753112
R390892,R853276
R216693,R317251
R727812,R234042
R340566,R423982
R916454,R358981
R769691,R548004
R962483,R627089
R908566,R345312
R249825,R634732
R422323,R775072
R587792,R713859
R295930,R510702
R192741,R702844
R987133,R918469
R563159,R391383
R148274,R717332
R184618,R105527
R744634,R218516
R389794,R171191
R684657,R121038
R977739,R140500
R207810,R503912
R561957,R111725
R619234,R111349
R625823,R339557
R748641,R201160
R767914,R172565
R278979,R704548
R952716,R348369
R172996,R438206
R361381,R624668
R627330,R414638
R948338,R186598
R261533,R756188
R243106,R308153
R787472,R158794
R306403,R572358
R185767,R260609
R486524,R997699
R423230,R844774
R612058,R507756
R170506,R828942
R339709,R547458
R488785,R856265
R285882,R435395
R936378,R444779
R235869,R421942
R297900,R851228
R110243,R680615
R560391,R242215
R312735,R869027
R811822,R735757
R891644,R722577
R228702,R976805
R268792,R113635
R106555,R425977
R998364,R463971
R300821,R584503
R848117,R620367
R516642,R817704
R897233,R773616
R593636,R528395
R321825,R324155
R708765,R471010
R475852,R504084
R634885,R822410
R657099,R630282
R936684,R540715
R211689,R573626
R236420,R520362
R796199,R325795
R275982,R985245
R447290,R506301
R315565,R784724
R594909,R471802
R668560,R192405
R418714,R652622
R258641,R516372
R812622,R326981
R491183,R948934
R591218,R519125
R310106,R887266
R746970,R888528
R927303,R551925
R900370,R748479
R643342,R335692
R897571,R156126
R131789,R459922
R148732,R122603
R151203,R482004
R210975,R251634
R743082,R274120
R726488,R426795
R692868,R150037
R457436,R355274
R459059,R209872
R659732,R557055
R950742,R546262
R149767,R889330
R746805,R439020
R170483,R522133
R819320,R398789
R811337,R805946
R215003,R803274
R774538,R838258
R396854,R318606
R928364,R995256
R711694,R558146
R807704,R268039
R328404,R548203
R825669,R104982
R741767,R438703
R231932,R365140
R907444,R519739
R472827,R840073
R157685,R561594
R646004,R626891
R235190,R697343
R426257,R308848
R300926,R576408
R527029,R802181
R232091,R418898
R805131,R359532
R206196,R631152
R707747,R941044
R801010,R391600
R185187,R424411
R849953,R854250
R401205,R936050
R916450,R213350
R634798,R441582
R401923,R547503
R263426,R448389
R272832,R678073
R539363,R739017
R110082,R740804
R768962,R643156
R315396,R771990
R274881,R498038
R484441,R353040
R810208,R984330
R469024,R122717
R488778,R484865
R436677,R107631
R316049,R804740
R327579,R606654
R971330,R339365
R471478,R188953
R726324,R498606
R936970,R182612
R612292,R126436
R127729,R385895
R152501,R808734
R232927,R449943
R145365,R242308
R131287,R476999
R209109,R523955
R335668,R353449
R417822,R745213
R812355,R699698
R861905,R266491
R618248,R524084
R801790,R209280
R451954,R810966
R735902,R984785
R435405,R657836
R964328,R665308
R767902,R422969
R301574,R420170
R676161,R313890
R963362,R939455
R960952,R950124
R391319,R503492
R325456,R340391
R644979,R634756
R456317,R293825
R477678,R878231
R767143,R785696
R225769,R448718
R451193,R428037
R812447,R837477
R334762,R805763
R805298,R773195
R839268,R633697
R502675,R344332
R967119,R618759
R302757,R963067
R429819,R247468
R552294,R319994
R876379,R321228
R520130,R354471
R733027,R703870
R401176,R133161
R652640,R783903
R164882,R547564
R620955,R569277
R965437,R172178
R131762,R326721
R399916,R944761
R374416,R200887
R906769,R662176
R142627,R277144
R314193,R564485
R228112,R838967
R835811,R179344
R280003,R766156
R552736,R207965
R770864,R107331
R536034,R778599
R542937,R786500
R568172,R598653
R338206,R679564
R957194,R387032
R614481,R260973
R209421,R268983
R136056,R875301
R633035,R692978
R348729,R224572
R946261,R525637
R246342,R617718
R216965,R758605
R482883,R559212
R632574,R715218
R998422,R637141
R181022,R531839
R686922,R693482
R100815,R167335
R907378,R606456
R743881,R878757
R740641,R216172
R750405,R382375
R984659,R943811
R500171,R130232
R134943,R191366
R715227,R171973
R748748,R602839
R365151,R669471
R717442,R637418
R609219,R888661
R308180,R536804
R327960,R604007
R774780,R151344
R526002,R473140
R678013,R968929
R650752,R129577
R195302,R979291
R494714,R311435
R952614,R544277
R229576,R963769
R588455,R335672
R847047,R450510
R417952,R877252
R471560,R322056
R801609,R272010
R485719,R846852
R650799,R996243
R478751,R542629
R307004,R794895
R516960,R621992
R316307,R202456
R829357,R850111
R274370,R725270
R461792,R956053
R205855,R832679
R120858,R803633
R168927,R561503
R644004,R365061
R290788,R431923
R288791,R834125
R985023,R213429
R235027,R704975
R134254,R998137
R884654,R335666
R805070,R497692
R223060,R585230
R104193,R435633
R187089,R247149
R288398,R709740
R654493,R179080
R921188,R116547
R577602,R163986
R331911,R845132
R349678,R188301
R942320,R918222
R535007,R943333
R259190,R449012
R553216,R152346
R713834,R573472
R447299,R781730
R570565,R898113
R738108,R863266
R285331,R349020
R432085,R240599
R472032,R729180
R547439,R853094
R930965,R731538
R401196,R458713
R331507,R994379
R707588,R442727
R886853,R982598
R735295,R532872
R180307,R406550
R555506,R853534
R361002,R292261
R705853,R148833
R395233,R358180
R880725,R341950
R102543,R740011
R819451,R907425
R696050,R579727
R768239,R636142
R694829,R345114
R131650,R371631
R705336,R603990
R100920,R304192
R648233,R981750
R440825,R841085
R661638,R774352
R625089,R250735
R130231,R250029
R934868,R118515
R506672,R923073
R424953,R490925
R448840,R607135
R290423,R545696
R835727,R626906
R195600,R388445
R419566,R287397
R419983,R632707
R597627,R294230
R764563,R505369
R450647,R145405
R830775,R317476
R588587,R571679
R576407,R738297
R472504,R769907
R880644,R188515
R821355,R962727
R776370,R955795
R556552,R194877
R954499,R394743
R943028,R735745
R446018,R967133
R514907,R239871
R732604,R618210
R272345,R347465
R703172,R975239
R244780,R155062
R254179,R733669
R175342,R170696
R566383,R816113
R380794,R587787
R393896,R941137
R451639,R458264
R225987,R833761
R676649,R950955
R111510,R735122
R913849,R792380
R447306,R321998
R803856,R948249
R618912,R418223
R403733,R928415
R311513,R317520
R636508,R222704
R248678,R920409
R302522,R135417
R434716,R709218
R874658,R631049
R686694,R225488
R379441,R486628
R282298,R495459
R132257,R715363
R526842,R619918
R820290,R970974
R832897,R825400
R150028,R359940
R445291,R748588
R566626,R510099
R805600,R127861
R353248,R398592
R886488,R771150
R827241,R893089
R699287,R759492
R730914,R790252
R730552,R355974
R495003,R992042
R573362,R405809
R838861,R440417
R902659,R287811
R167000,R251988
R149248,R987110
R271919,R261948
R108556,R144498
R397406,R709879
R135709,R250771
R442300,R137784
R256440,R360935
R839347,R113975
R311284,R257360
R334390,R845377
R802075,R423876
R400019,R346126
R528636,R959949
R398387,R428919
R177218,R545587
R944007,R468712
R613421,R264946
R677036,R459596
R532572,R494545
R651530,R917593
R427058,R416985
R713349,R171652
R722733,R661887
R242135,R548117
R384227,R394231
R606818,R142608
R869736,R182113
R303006,R706738
R128292,R989567
R177976,R122551
R560843,R335242
R627824,R632428
R521975,R398164
R636555,R170035
R278128,R225305
R980236,R101045
R715141,R926412
R188559,R204382
R929146,R358460
R704183,R140457
R324598,R646158
R260341,R600216
R673296,R210445
R831381,R583921
R706617,R733024
R237539,R743956
R356072,R114361
R155515,R468598
R815209,R521048
R686011,R190012
R678300,R861709
R716351,R456097
R722882,R767051
R932997,R308691
R327741,R202549
R610629,R496156
R722428,R588019
R975351,R260088
R137632,R947321
R408708,R132921
R692374,R803981
R640320,R207048
R918922,R462949
R607814,R781718
R448093,R984554
R685921,R389048
R124657,R816880
R494616,R878018
R820301,R886655
R571267,R180456
R564503,R190568
R823875,R298620
R751440,R529546
R655401,R946080
R343052,R381099
R948811,R705271
R125353,R509552
R854331,R365193
R155040,R148866
R295735,R860016
R957509,R613122
R842100,R485452
R996306,R689291
R117765,R203539
R601090,R839379
R829626,R633934
R595229,R361988
R128100,R106325
R983882,R235854
R329708,R266376
R772145,R510955
R829252,R953866
R781965,R210928
R448884,R301503
R637295,R826540
R682104,R491153
R858023,R302535
R490079,R452448
R121373,R175657
R969726,R793775
R184796,R853169
R840589,R719690
R462182,R925162
R650538,R403288
R548464,R564771
R872140,R956255
R927068,R622087
R249534,R428344
R709516,R958636
R227923,R213408
R294300,R434498
R791660,R334478
R968652,R979580
R242355,R612049
R139478,R894675
R376877,R374123
R772345,R498065
R942786,R564562
R776209,R212788
R445458,R498739
R920056,R968589
R915775,R646114
R309254,R643729
R594222,R412613
R342197,R457623
R632457,R807521
R924084,R891946
R962122,R649205
R821837,R595500
R342026,R769820
R143162,R361239
R466412,R569830
R178695,R809465
R621344,R152382
R586835,R554545
R590665,R680631
R151591,R580249
R169821,R310889
R836571,R688854
R460613,R674585
R831444,R726075
R572661,R578695
R866839,R723530
R608566,R560858
R132771,R175847
R505869,R257139
R504405,R127576
R261468,R650664
R581110,R983112
R855373,R456520
R844535,R906114
R489702,R554576
R591275,R964998
R253913,R573652
R283001,R288666
R919068,R276413
R262211,R570803
R278591,R243171
R371731,R510428
R700516,R192158
R977081,R664796
R418994,R635364
R907246,R920813
R248656,R841101
R665325,R411550
R477466,R612528
R225162,R839475
R746489,R562627
R728602,R800282
R741437,R343479
R610863,R863705
R177095,R953901
R917077,R577379
R368496,R438193
R820396,R763990
R462644,R486350
R185633,R347764
R100978,R785146
R942939,R875028
R962022,R224406
R137559,R883611
R183422,R938044
R199778,R159097
R582388,R146499
R848890,R121765
R879823,R844830
R290796,R768283
R965122,R362889
R464092,R269080
R207590,R300191
R551824,R625107
R824229,R714687
R655154,R134216
R774383,R694992
R670919,R624918
R678503,R448710
R101125,R922257
R515787,R383949
R782117,R566874
R680082,R535571
R267107,R516940
R740962,R727081
R483161,R352342
R133276,R178304
R976151,R516169
R649361,R993968
R801966,R803907
R599112,R721738
R116841,R686475
R983175,R493707
R523768,R438010
R555219,R799097
R427833,R310376
R572441,R529877
R484898,R802698
R439531,R501972
R557894,R426803
R138474,R804392
R673883,R561593
R701962,R173193
R152380,R448339
R515848,R367163
R275375,R869520
R760119,R387003
R168570,R998922
R232043,R748184
R851664,R700971
R391075,R578003
R212248,R402338
R768658,R504530
R758235,R177648
R227270,R885949
R639835,R978670
R648439,R698564
R316325,R229299
R377247,R582929
R441537,R830353
R706383,R631997
R551156,R680581
R641630,R722042
R530122,R278523
R732892,R397428
R444043,R655481
R560790,R534845
R817490,R495752
R115578,R791984
R699661,R345065
R419886,R997141
R117670,R291791
R487654,R722024
R240990,R240705
R105330,R419368
R925315,R894840
R727127,R353622
R134348,R167538
R536397,R625070
R962980,R494267
R172768,R623259
R330218,R543302
R800535,R417546
R686935,R341016
R526608,R427185
R728280,R608146
R147331,R528186
R845824,R666141
R829977,R178231
R482407,R114648
R231658,R968732
R903989,R998350
R688160,R234043
R418150,R260368
R635890,R426815
R612551,R870512
R824605,R252096
R685484,R316966
R950993,R828828
R610912,R167047
R963078,R788037
R609244,R946415
R151848,R657443
R542556,R268451
R412656,R711080
R445638,R672625
R771825,R180513
R929539,R988717
R681915,R433032
R943435,R604341
R798717,R909143
R627526,R950514
R852043,R482384
R334590,R963636
R695704,R453035
R612074,R977068
R717673,R441770
R474502,R525607
R389282,R593683
R462774,R124885
R729517,R244431
R440414,R976774
R873359,R322991
R634483,R507204
R405384,R644460
R964273,R423184
R302082,R258855
R160405,R941872
R902006,R611855
R654466,R473739
R117236,R541752
R768814,R262450
R284946,R793592
R664728,R843209
R971868,R643526
R965292,R662811
R600568,R718773
R595309,R658215
R642731,R503610
R695788,R571210
R652053,R700544
R453231,R383263
R139314,R908746
R179669,R628881
R553116,R257517
R819415,R423170
R101702,R777527
R917368,R609405
R540193,R137592
R959046,R422451
R561221,R686503
R534744,R599433
R279965,R308439
R375953,R147220
R725138,R305565
R752932,R461198
R989512,R359388
R412187,R494543
R378879,R803758
R613924,R701198
R522447,R710613
R801138,R962760
R339166,R651901
R988937,R165922
R172889,R398602
R768075,R874061
R176070,R949374
R440926,R222876
R745546,R924730
R404950,R233080
R521323,R514512
R681149,R823528
R631045,R910539
R779644,R919290
R613324,R420476
R744022,R952053
R997013,R927720
R782538,R768990
R249122,R787798
R768906,R745004
R824854,R214115
R944694,R595553
R581328,R438194
R703856,R682375
R371382,R663247
R666097,R989738
R682938,R197139
R426749,R190558
R189291,R257389
R464329,R930210
R277432,R162980
R151029,R165077
R558913,R632630
R555680,R398899
R238003,R201595
R993551,R714263
R991500,R974298
R948579,R990083
R703912,R641489
R975109,R555379
R713293,R914305
R465059,R879290
R994351,R940765
R464098,R997619
R103405,R295206
R955552,R791034
R271949,R558011
R997531,R333162
R275061,R572625
R683886,R871703
R734441,R526417
R295162,R433589
R781479,R222329
R557570,R186920
R102502,R901179
R447533,R643082
R217813,R360961
R667042,R934252
R324058,R509446
R353570,R355995
R509269,R475619
R254496,R728527
R665115,R127720
R655444,R906244
R592732,R494033
R149678,R278884
R627253,R407840
R357077,R652493
R686050,R766821
R811778,R634390
R900946,R147223
R411989,R455454
R696962,R525656
R704028,R981687
R678778,R487100
R780239,R202602
R960997,R140540
R483937,R849630
R905428,R326985
R479584,R249490
R474040,R787402
R308241,R806951
R787976,R397889
R522970,R312261
R608478,R160417
R132759,R365038
R750526,R511056
R617951,R208673
R100630,R878453
R902446,R808185
R908502,R683926
R805887,R741455
R215625,R291872
R569596,R869085
R765706,R810355
R465353,R205065
R680706,R315695
R672106,R464283
R723791,R363673
R525525,R384711
R764235,R861283
R996245,R996208
R140310,R145604
R930137,R665449
